paramID,g,R1ratio,R2ratio,T1,T2,S_01_1,S_01_2,S_00_1,S_00_2,S_11_1,S_11_2,alpha1,theta1,kappa1,mu1,alpha2,theta2,kappa2,mu2
171,0.0184,0,0,0,0,0.087737,0.023812,0.0073392000499999,0.0019918738,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
172,0.0184,0,0,0,0,0.087737,0.023812,0.0701896,0.0190496,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
173,0.0184,0,0,0,0,0.8428,0.016856,0.0073719716,0.0001474394319999,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
174,0.0184,0,0,0,0,0.8428,0.016856,0.07050022,0.0014100044,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
175,0.0184,0,0,0,0,0.8428,0.016856,0.6742400000000001,0.0134848,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
176,0.0184,0,0,0,0,0.8428,0.062115,0.0073719716,0.000543319905,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
177,0.0184,0,0,0,0,0.8428,0.062115,0.07050022,0.00519591975,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
178,0.0184,0,0,0,0,0.8428,0.062115,0.6742400000000001,0.049692,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
179,0.0184,0,0,0,0,0.8428,0.22874,0.00077082488,0.000209205604,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
180,0.0184,0,0,0,0,0.8428,0.22874,0.0073719716,0.00200078878,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
181,0.0184,0,0,0,0,0.8428,0.22874,0.07050022,0.019134101,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
182,0.0184,0,0,0,0,0.8428,0.22874,0.6742400000000001,0.182992,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
183,0.0184,0,0,0,0,0.8428,0.016856,0.00077082488,1.54164976e-05,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
184,0.0184,0,0,0,0,0.8428,0.062115,0.00077082488,5.6810379e-05,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
185,0.0184,0,0,0,0,0.8428,0.8428,0.00077082488,0.00077082488,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
186,0.0184,0,0,0,0,0.8428,0.8428,0.0073719716,0.0073719716,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
187,0.0184,0,0,0,0,0.8428,0.8428,0.07050022,0.07050022,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
188,0.0184,0,0,0,0,0.8428,0.8428,0.6742400000000001,0.6742400000000001,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
189,0.0184,0,0,0,0,8.096,0.16192,0.0074046016,0.000148092032,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
190,0.0184,0,0,0,0,8.096,0.16192,0.070815712,0.00141631424,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
191,0.0184,0,0,0,0,8.096,0.16192,0.6772304,0.013544608,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
192,0.0184,0,0,0,0,8.096,0.043718,0.070815712,0.0003824013459999,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
193,0.0184,0,0,0,0,8.096,0.043718,0.6772304,0.0036570107,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
194,0.0184,0,0,0,0,8.096,0.043718,0.0074046016,3.99844828e-05,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
195,0.0184,0,0,0,0,8.096,2.1973,0.0074046016,0.00200965058,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
196,0.0184,0,0,0,0,8.096,2.1973,0.070815712,0.0192197831,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
197,0.0184,0,0,0,0,8.096,8.096,0.0074046016,0.0074046016,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
198,0.0184,0,0,0,0,8.096,8.096,0.070815712,0.070815712,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
199,0.0184,0,0,0,0,8.096,0.59668,0.0074046016,0.000545723528,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
200,0.0184,0,0,0,0,8.096,0.59668,0.070815712,0.00521915996,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
201,0.0487,0,0,0,0,0.23222,0.063023,0.000212388412,5.76408358e-05,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
202,0.0487,0,0,0,0,0.23222,0.063023,0.00203122834,0.0005512621809999,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
203,0.0487,0,0,0,0,0.23222,0.063023,0.019425203,0.0052718739499999,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
204,0.0487,0,0,0,0,0.23222,0.063023,0.185776,0.0504184,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
205,0.0487,0,0,0,0,0.23222,0.23222,0.00203122834,0.00203122834,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
206,0.0487,0,0,0,0,0.23222,0.23222,0.019425203,0.019425203,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
207,0.0487,0,0,0,0,0.23222,0.23222,0.000212388412,0.000212388412,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
208,0.0487,0,0,0,0,0.23222,0.23222,0.185776,0.185776,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
209,0.0487,0,0,0,0,2.2307,0.1644,0.00204019822,0.0001503602399999,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
210,0.0487,0,0,0,0,2.2307,0.1644,0.0195119329,0.0014380067999999,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
211,0.0487,0,0,0,0,2.2307,0.1644,0.186598055,0.01375206,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
212,0.0487,0,0,0,0,2.2307,0.1644,1.78456,0.13152,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
213,0.0487,0,0,0,0,2.2307,0.044614,0.0195119329,0.0003902386579999,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
214,0.0487,0,0,0,0,2.2307,0.044614,0.186598055,0.0037319611,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
215,0.0487,0,0,0,0,2.2307,0.044614,1.78456,0.0356912,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
216,0.0487,0,0,0,0,2.2307,0.044614,0.00204019822,4.08039644e-05,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
217,0.0487,0,0,0,0,2.2307,2.2307,0.0195119329,0.0195119329,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
218,0.0487,0,0,0,0,2.2307,2.2307,0.186598055,0.186598055,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
219,0.0487,0,0,0,0,2.2307,2.2307,1.78456,1.78456,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
220,0.0487,0,0,0,0,2.2307,2.2307,0.00204019822,0.00204019822,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
221,0.0487,0,0,0,0,2.2307,0.60541,0.00204019822,0.000553707986,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
222,0.0487,0,0,0,0,2.2307,0.60541,0.0195119329,0.00529552127,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
223,0.0487,0,0,0,0,2.2307,0.60541,0.186598055,0.0506425465,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
224,0.0487,0,0,0,0,2.2307,0.60541,1.78456,0.484328,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
225,0.0487,0,0,0,0,21.428,0.11571,17.142400000000002,0.092568,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
226,0.0487,0,0,0,0,21.428,0.11571,0.0195980488,0.0001058283659999,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
227,0.0487,0,0,0,0,21.428,0.11571,0.187430716,0.0010121153699999,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
228,0.0487,0,0,0,0,21.428,0.11571,1.7924522,0.0096791415,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
229,0.0487,0,0,0,0,21.428,1.5792,0.187430716,0.0138132623999999,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
230,0.0487,0,0,0,0,21.428,0.42856,0.0195980488,0.000391960976,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
231,0.0487,0,0,0,0,21.428,0.42856,0.187430716,0.00374861432,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
232,0.0487,0,0,0,0,21.428,0.42856,1.7924522,0.035849044,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
233,0.0487,0,0,0,0,21.428,0.42856,17.142400000000002,0.342848,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
234,0.0487,0,0,0,0,21.428,1.5792,0.0195980488,0.0014443363199999,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
235,0.0487,0,0,0,0,21.428,1.5792,1.7924522,0.13210008,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
236,0.0487,0,0,0,0,21.428,21.428,0.0195980488,0.0195980488,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
237,0.0487,0,0,0,0,21.428,5.8156,0.0195980488,0.00531894776,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
238,0.0487,0,0,0,0,21.428,5.8156,0.187430716,0.0508690531999999,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
239,0.0487,0,0,0,0,21.428,21.428,0.187430716,0.187430716,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
240,0.0487,0,0,0,0,21.428,5.8156,1.7924522,0.48647494,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
241,0.1287,0,0,0,0,0.61368,0.61368,0.00536785896,0.00536785896,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
242,0.1287,0,0,0,0,0.61368,0.61368,0.051334332,0.051334332,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
243,0.1287,0,0,0,0,0.61368,0.16655,0.490944,0.13324,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
244,0.1287,0,0,0,0,0.61368,0.61368,0.000561271728,0.000561271728,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
245,0.1287,0,0,0,0,0.61368,0.61368,0.490944,0.490944,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
246,0.1287,0,0,0,0,0.61368,0.16655,0.000561271728,0.00015232663,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
247,0.1287,0,0,0,0,0.61368,0.16655,0.00536785896,0.00145681285,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
248,0.1287,0,0,0,0,0.61368,0.16655,0.051334332,0.0139319075,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
249,0.1287,0,0,0,0,5.895,0.1179,0.0515635649999999,0.0010312713,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
250,0.1287,0,0,0,0,5.895,0.1179,0.49311675,0.009862335,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
251,0.1287,0,0,0,0,5.895,0.1179,4.716,0.09432,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
252,0.1287,0,0,0,0,5.895,0.1179,0.005391567,0.00010783134,1,1,0.7000000000000001,0.8,40,0.01,0.7000000000000001,0.8,40,0.01
253,0.0184,0,0,0,0,0.087737,0.087737,8.02442602e-05,8.02442602e-05,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
254,0.0184,0,0,0,0,0.087737,0.087737,0.0007674355389999,0.0007674355389999,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
255,0.0184,0,0,0,0,0.087737,0.087737,0.0073392000499999,0.0073392000499999,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
256,0.0184,0,0,0,0,0.087737,0.087737,0.0701896,0.0701896,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
257,0.0184,0,0,0,0,0.087737,0.023812,8.02442602e-05,2.17784552e-05,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
258,0.0184,0,0,0,0,0.087737,0.023812,0.0007674355389999,0.000208283564,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
259,0.0184,0,0,0,0,0.087737,0.023812,0.0073392000499999,0.0019918738,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
260,0.0184,0,0,0,0,0.087737,0.023812,0.0701896,0.0190496,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
261,0.0184,0,0,0,0,0.8428,0.016856,0.0073719716,0.0001474394319999,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
262,0.0184,0,0,0,0,0.8428,0.016856,0.07050022,0.0014100044,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
263,0.0184,0,0,0,0,0.8428,0.016856,0.6742400000000001,0.0134848,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
264,0.0184,0,0,0,0,0.8428,0.062115,0.0073719716,0.000543319905,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
265,0.0184,0,0,0,0,0.8428,0.062115,0.07050022,0.00519591975,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
266,0.0184,0,0,0,0,0.8428,0.062115,0.6742400000000001,0.049692,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
267,0.0184,0,0,0,0,0.8428,0.22874,0.00077082488,0.000209205604,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
268,0.0184,0,0,0,0,0.8428,0.22874,0.0073719716,0.00200078878,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
269,0.0184,0,0,0,0,0.8428,0.22874,0.07050022,0.019134101,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
270,0.0184,0,0,0,0,0.8428,0.22874,0.6742400000000001,0.182992,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
271,0.0184,0,0,0,0,0.8428,0.016856,0.00077082488,1.54164976e-05,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
272,0.0184,0,0,0,0,0.8428,0.062115,0.00077082488,5.6810379e-05,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
273,0.0184,0,0,0,0,0.8428,0.8428,0.00077082488,0.00077082488,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
274,0.0184,0,0,0,0,0.8428,0.8428,0.0073719716,0.0073719716,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
275,0.0184,0,0,0,0,0.8428,0.8428,0.07050022,0.07050022,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
276,0.0184,0,0,0,0,0.8428,0.8428,0.6742400000000001,0.6742400000000001,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
277,0.0184,0,0,0,0,8.096,0.16192,0.0074046016,0.000148092032,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
278,0.0184,0,0,0,0,8.096,0.16192,0.070815712,0.00141631424,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
279,0.0184,0,0,0,0,8.096,0.16192,0.6772304,0.013544608,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
280,0.0184,0,0,0,0,8.096,0.043718,0.070815712,0.0003824013459999,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
281,0.0184,0,0,0,0,8.096,0.043718,0.6772304,0.0036570107,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
282,0.0184,0,0,0,0,8.096,0.043718,0.0074046016,3.99844828e-05,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
283,0.0184,0,0,0,0,8.096,2.1973,0.0074046016,0.00200965058,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
284,0.0184,0,0,0,0,8.096,2.1973,0.070815712,0.0192197831,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
285,0.0184,0,0,0,0,8.096,8.096,0.0074046016,0.0074046016,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
286,0.0184,0,0,0,0,8.096,0.59668,0.0074046016,0.000545723528,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
287,0.0184,0,0,0,0,8.096,0.59668,0.070815712,0.00521915996,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
288,0.0487,0,0,0,0,0.23222,0.063023,0.000212388412,5.76408358e-05,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
289,0.0487,0,0,0,0,0.23222,0.063023,0.00203122834,0.0005512621809999,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
290,0.0487,0,0,0,0,0.23222,0.063023,0.019425203,0.0052718739499999,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
291,0.0487,0,0,0,0,0.23222,0.063023,0.185776,0.0504184,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
292,0.0487,0,0,0,0,0.23222,0.23222,0.00203122834,0.00203122834,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
293,0.0487,0,0,0,0,0.23222,0.23222,0.019425203,0.019425203,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
294,0.0487,0,0,0,0,0.23222,0.23222,0.000212388412,0.000212388412,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
295,0.0487,0,0,0,0,0.23222,0.23222,0.185776,0.185776,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
296,0.0487,0,0,0,0,2.2307,0.1644,0.00204019822,0.0001503602399999,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
297,0.0487,0,0,0,0,2.2307,0.1644,0.0195119329,0.0014380067999999,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
298,0.0487,0,0,0,0,2.2307,0.1644,0.186598055,0.01375206,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
299,0.0487,0,0,0,0,2.2307,0.1644,1.78456,0.13152,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
300,0.0487,0,0,0,0,2.2307,0.044614,0.0195119329,0.0003902386579999,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
301,0.0487,0,0,0,0,2.2307,0.044614,0.186598055,0.0037319611,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
302,0.0487,0,0,0,0,2.2307,0.044614,1.78456,0.0356912,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
303,0.0487,0,0,0,0,2.2307,0.044614,0.00204019822,4.08039644e-05,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
304,0.0487,0,0,0,0,2.2307,2.2307,0.0195119329,0.0195119329,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
305,0.0487,0,0,0,0,2.2307,2.2307,0.186598055,0.186598055,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
306,0.0487,0,0,0,0,2.2307,2.2307,1.78456,1.78456,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
307,0.0487,0,0,0,0,2.2307,2.2307,0.00204019822,0.00204019822,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
308,0.0487,0,0,0,0,2.2307,0.60541,0.00204019822,0.000553707986,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
309,0.0487,0,0,0,0,2.2307,0.60541,0.0195119329,0.00529552127,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
310,0.0487,0,0,0,0,2.2307,0.60541,0.186598055,0.0506425465,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
311,0.0487,0,0,0,0,2.2307,0.60541,1.78456,0.484328,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
312,0.0487,0,0,0,0,21.428,0.11571,17.142400000000002,0.092568,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
313,0.0487,0,0,0,0,21.428,0.11571,0.0195980488,0.0001058283659999,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
314,0.0487,0,0,0,0,21.428,0.11571,0.187430716,0.0010121153699999,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
315,0.0487,0,0,0,0,21.428,0.11571,1.7924522,0.0096791415,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
316,0.0487,0,0,0,0,21.428,1.5792,0.187430716,0.0138132623999999,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
317,0.0487,0,0,0,0,21.428,0.42856,0.0195980488,0.000391960976,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
318,0.0487,0,0,0,0,21.428,0.42856,0.187430716,0.00374861432,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
319,0.0487,0,0,0,0,21.428,0.42856,1.7924522,0.035849044,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
320,0.0487,0,0,0,0,21.428,0.42856,17.142400000000002,0.342848,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
321,0.0487,0,0,0,0,21.428,1.5792,0.0195980488,0.0014443363199999,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
322,0.0487,0,0,0,0,21.428,1.5792,1.7924522,0.13210008,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
323,0.0487,0,0,0,0,21.428,21.428,0.0195980488,0.0195980488,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
324,0.0487,0,0,0,0,21.428,5.8156,0.0195980488,0.00531894776,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
325,0.0487,0,0,0,0,21.428,5.8156,0.187430716,0.0508690531999999,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
326,0.0487,0,0,0,0,21.428,21.428,0.187430716,0.187430716,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
327,0.1287,0,0,0,0,0.61368,0.61368,0.00536785896,0.00536785896,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
328,0.1287,0,0,0,0,0.61368,0.61368,0.051334332,0.051334332,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
329,0.1287,0,0,0,0,0.61368,0.16655,0.490944,0.13324,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
330,0.1287,0,0,0,0,0.61368,0.61368,0.000561271728,0.000561271728,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
331,0.1287,0,0,0,0,0.61368,0.61368,0.490944,0.490944,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
332,0.1287,0,0,0,0,0.61368,0.16655,0.000561271728,0.00015232663,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
333,0.1287,0,0,0,0,0.61368,0.16655,0.00536785896,0.00145681285,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
334,0.1287,0,0,0,0,0.61368,0.16655,0.051334332,0.0139319075,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
335,0.1287,0,0,0,0,5.895,0.1179,0.0515635649999999,0.0010312713,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
336,0.1287,0,0,0,0,5.895,0.1179,0.49311675,0.009862335,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
337,0.1287,0,0,0,0,5.895,0.1179,4.716,0.09432,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
338,0.1287,0,0,0,0,5.895,0.1179,0.005391567,0.00010783134,1,1,0.8,0.8,40,0.01,0.8,0.8,40,0.01
339,0.1287,0,0,0,0,5.895,5.895,0.005391567,0.005391567,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
340,0.1287,0,0,0,0,5.895,5.895,0.0515635649999999,0.0515635649999999,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
341,0.1287,0,0,0,0,5.895,0.43446,0.005391567,0.000397357116,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
342,0.1287,0,0,0,0,5.895,0.43446,0.0515635649999999,0.00380022162,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
343,0.1287,0,0,0,0,5.895,0.43446,0.49311675,0.036342579,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
344,0.1287,0,0,0,0,5.895,1.5999,0.005391567,0.00146326854,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
345,0.1287,0,0,0,0,5.895,1.5999,0.0515635649999999,0.0139943253,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
346,0.1287,0,0,0,0,5.895,1.5999,0.49311675,0.133831635,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
347,0.1287,0,0,0,0,5.895,1.5999,4.716,1.2799200000000002,1,1,0.2,0.5000000000000001,40,0.001,0.2,0.5000000000000001,40,0.001
